method,qa_id,category,question,gold_answer,prediction,official_score,rF1_cat14,rEM_cat14_project,official_cat5_score,broad_abstention,WrongAbstention_cat14_project
ZScore-RawERK,conv-44_qa_117,4,What did Audrey do in November 2023 to better take care of her dogs?,Joined a dog owners group,Joined a dog owners group.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_118,4,How often does Audrey meet up with other dog owners for tips and playdates?,Once a week,Once a week,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_119,4,What did Audrey share to show ways to keep dogs active in the city?,photography of a basket full of stuffed animals,A pic of how she entertains them in her house with toys and games.,0.10526315789473685,0.10526315789473685,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_12,1,What outdoor activities has Andrew done other than hiking in nature?,"rock climbing, fishing, camping","rock climbing, kayaking, bungee jumping",0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.0,0.0
ZScore-RawERK,conv-44_qa_120,4,What type of activities does Audrey suggest for mental stimulation of the dogs?,"puzzles, training, hide-and-seek","puzzles, training, hide-and-seek",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_121,4,"What is Andrew planning to do with Scout, Toby, and Buddy?",Take them to a nearby park,Take them to a nearby park.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_122,4,What did Andrew get for Scout to create a safe and fun space for them?,"essentials like a bed, toys, and puppy pads","a bed, toys, and some puppy pads",0.7272727272727272,0.7272727272727272,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_123,5,Which specific type of bird mesmerizes Audrey?,Eagles,hummingbird,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-44_qa_124,5,What kind of flowers does Andrew have a tattoo of?,sunflowers,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_125,5,What type of dog was Audrey looking to adopt based on her living space?,smaller dog,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_126,5,Why did Audrey sign up for a workshop about car maintenance?,Strengthen the bond with her pets,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_127,5,How did Andrew hear about the workshop on bonding with pets?,Saw a workshop flyer at the local pet store,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_128,5,What type of training was the workshop Andrew signed up for in May 2023?,Positive reinforcement training,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_129,5,How did Andrew describe the dog he met at the pet store?,Friendly and playful,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_13,2,When did Audrey move to a new place?,June 2023,"26 June, 2023",0.8,0.8,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_130,5,What challenge is Audrey facing in their search for a pet?,Finding a pet-friendly spot in the city,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_131,5,What indoor activities does Andrew plan on trying after the rock climbing class?,kayaking and bungee jumping,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_132,5,"What did Andrew set up in the backyard for their dogs on June 26, 2023?",a doggy play area with agility stuff and toys,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_133,5,"What did Audrey and her GF do on the Monday before July 24, 2023?",volunteered at a pet shelter,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_134,5,What is the name of Andrew's childhood dog?,Max,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_135,5,"What special memories does Andrew have with his childhood dog, Max?","Long walks in the neighborhood, exploring new paths, sharing worries and hopes",Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_136,5,What are some of the personalities of Andrew's four fur babies?,"oldest is relaxed, second is playful, third can be naughty but loves cuddles, youngest is full of life",Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_137,5,"What type of classes did Andrew start with his pups recently on 4 August, 2023?",Agility classes,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_138,5,What is essential to keep the dogs looking good according to Andrew?,"Daily brushing, regular baths, nail trims, and lots of love",Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_139,5,What did Audrey organize with the neighbors' cats?,a doggy playdate,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_14,1,What is something that Andrew really misses while working in the city?,being in nature,nature,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_140,5,What did Andrew do to give his dogs extra comfort as the weather cooled down?,Got new beds for them,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_141,5,How does Andrew describe the new beds for his dogs?,Super cozy and comfy,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_142,5,How did Andrew calm down his dog after the leash incident?,"Petted, hugged, spoke calmly and slowly walked the dog",Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_143,5,How often does Andrew take his dogs for walks?,Multiple times a day,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_144,5,What kind of vegetables does Audrey take care of?,Peruvian Lilies,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_145,5,What did Andrew learn from reading books about economic systems?,"about animals, plants, and ecosystems and how they work together",Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_146,5,What was the reason Andrew couldn't walk his dogs for a period of time?,Knee injury,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_147,5,What type of jewelry does Andrew make?,Jewelry made from recycled objects,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_148,5,Why does Andrew make jewelry out of recycled objects?,To show love for creativity and sustainability,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_149,5,What type of games do Andrew's dogs like to play at the park?,Fetch and Frisbee,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_15,1,What is a shared frustration regarding dog ownership for Audrey and Andrew?,Not being able to find pet friendly spots.,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_150,5,What did Andrew make to thank his neighbors?,Goodies,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_151,5,How do Andrew's dogs react to snow?,Confused,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_152,5,How does Andrew describe his dogs' response to snow?,"They definitely prefer nice, sunny days in the grass.",Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_153,5,What kind of experiences are Audrey's cats the best companions for?,Exploring the great outdoors,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_154,5,What activity do Audrey and Buddy enjoy doing together?,Walking,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_155,5,What type of drink did Andrew recently try at a new spot in town?,sushi,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_156,5,Which type of pizza did Audrey suggest trying first to someone new to Italian cuisine?,California or salmon roll,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_157,5,How often does Andrew meet up with other dog owners for tips and playdates?,Once a week,Cannot answer,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-44_qa_16,2,When is Andrew going to go hiking with Audrey?,August,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_17,1,How many times did Audrey and Andew plan to hike together?,three times,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_18,1,Where did Audrey get Pixie from?,breeder,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_19,3,What is an indoor activity that Andrew would enjoy doing while make his dog happy?,cook dog treats,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_2,1,What kind of indoor activities has Andrew pursued with his girlfriend?,"boardgames, volunteering at pet shelter, wine tasting, growing flowers",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_20,3,Which meat does Audrey prefer eating more than others?,chicken,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_21,1,What are the classes that Audrey took for her dogs to?,"Positive reinforcement training class for bonding, dog training course, agility class",Agility classes and a dog training course.,0.5616883116883117,0.5616883116883117,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_22,2,Where did Andrew go during the first weekend of August 2023?,camping with girlfriend,camping,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_23,1,What are some problems that Andrew faces before he adopted Toby?,Finding the right dog and pet-friendly apartments close to open spaces,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_24,1,Did Audrey and Andrew grow up with a pet dog?,Yes,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_25,2,When did Andrew and his girlfriend go fishing?,"weekend before August 24, 2023",Last weekend,0.28571428571428575,0.28571428571428575,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_26,1,What is the biggest stressor in Andrew's life besides not being able to hike frequently?,work,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_27,1,How does Andrew feel about his current work?,Stressful,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_28,1,What is something that Audrey often dresses up her dogs with?,Hats,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_29,1,What are the names of Audrey's dogs?,"Pepper, Precious, Panda, and Pixie","Pepper, Precious, Panda, Pixie",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_3,1,What kind of places have Andrew and his girlfriend checked out around the city?,"cafes, new places to eat, open space for hikes, pet shelter, wine tasting event, park",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_30,2,When is Andrew planning to go to the beach with his girlfriend?,November 2023,next month,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_31,1,What has Andrew done with his dogs?,Taking walks and hiking,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_32,1,What kind of tattoo does Audrey have on her arm?,Tattoos of her four dogs.,Tattoos of her four dogs.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_33,3,What can Andrew potentially do to improve his stress and accomodate his living situation with his dogs?,Change to a hybrid or remote job so he can move away from the city to the suburbs to have a larger living space and be closer to nature.,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_34,2,How many months passed between Andrew adopting Toby and Buddy?,three months,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_35,1,What are the names of Andrew's dogs?,"Toby, Scout, Buddy",Toby and Scout,0.4444444444444444,0.4444444444444444,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_36,1,What are some foods that Audrey likes eating?,"chicken pot pie, chicken roast, blueberry muffins, sushi","Chicken Pot Pie, Roasted Chicken, sushi",0.75,0.75,0.5,,0.0,0.0
ZScore-RawERK,conv-44_qa_37,2,When did Audrey get into an accident in the park?,"between October 19 and 24, 2023",last Friday,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_38,2,When did Andrew and his girlfriend go on a wine tasting trip?,"the weekend before October 24, 2023",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_39,1,What did Audrey get wtih having so many dogs?,Companionship,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_4,2,When did Audrey make muffins for herself?,The week of April 3rd to 9th,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_40,1,What is a good place for dogs to run around freely and meet new friends?,The dog park,Dog park,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_41,1,What are the breeds of Audrey's dogs?,Mongrel mixed with Lab for Pepper and Panda. Mongrel mixed with Chihuahua for Precious and Pixie.,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_42,1,What technique is Audrey using to discipline her dogs?,Positive reinforcement,positive reinforcement,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_43,3,Which US state do Audrey and Andrew potentially live in?,Minnesota,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_44,3,Which national park could Audrey and Andrew be referring to in their conversations?,Voyageurs National Park,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_45,2,"How many pets will Andrew have, as of December 2023?",three,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_46,2,"How many pets did Andrew have, as of September 2023?",one,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_47,2,How many months passed between Andrew adopting Buddy and Scout,one month,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_48,1,What does Andrew view his pets as?,Family,friends and confidantes,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_49,1,What does Audrey view her pets as?,Family,family,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_5,2,When did Audrey see a hummingbird?,first week of May 2023,Last week,0.28571428571428575,0.28571428571428575,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_50,1,What is a skill that Audrey learned to take care of her dogs?,Grooming,Dog grooming,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_51,1,What items has Audrey bought or made for her dogs?,"dog tags, toys, dog beds, collars",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_52,3,What is something that Andrew could do to make birdwatching hobby to fit in his city schedule?,Install a bird feeder outside where he can see the birds without going outdoors.,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_53,3,What is a career that Andrew could potentially pursue with his love for animals and nature?,Park ranger or a similar position working for the National Park Services.,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_54,1,What activity do Audrey's dogs like to do in the dog park?,"Play fetch with ball and frisbee, run around and meet other dogs",socializing with other pups and getting lots of exercise,0.15384615384615385,0.15384615384615385,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_55,2,When did Andrew make his dogs a fun indoor area?,"few days before November 22, 2023",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_56,1,Has Andrew moved into a new apartment for his dogs?,No,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_57,2,When did Andrew adopt Scout?,few days before November 2023,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_58,2,"What did Audrey eat for dinner on October 24, 2023?",sushi,Sushi,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_59,2,"How long has it been since Andrew adopted his first pet, as of November 2023?",4 months,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_6,2,When did Audrey adopt Pixie?,"around April 2, 2023",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_60,1,How many dogs does Andrew have?,3,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_61,4,Which specific type of bird mesmerizes Andrew?,Eagles,Eagles,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_62,4,What did Andrew express missing about exploring nature trails with his family's dog?,The peaceful moments,peaceful moments,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_63,4,What kind of pastries did Andrew and his girlfriend have at the cafe?,"croissants, muffins, and tarts","croissants, muffins, and tarts",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_64,4,What kind of flowers does Audrey have a tattoo of?,sunflowers,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_65,4,What does Audrey do during dog playdates in the park?,chat with people while dogs make new friends,Chat with people.,0.5454545454545454,0.5454545454545454,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_66,4,What type of dog was Andrew looking to adopt based on his living space?,smaller dog,smaller dog,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_67,4,"Where does Andrew want to live to give their dog a large, open space to run around?",near a park or woods,near a park or woods,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_68,4,Why did Audrey sign up for a workshop about bonding with pets?,Strengthen the bond with her pets,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_69,4,How did Audrey hear about the workshop on bonding with pets?,Saw a workshop flyer at the local pet store,She saw a flyer at her local pet store.,0.7999999999999999,0.7999999999999999,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_7,2,How many years passed between Audrey adopting Pixie and her other three dogs?,three years,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_70,4,What type of training was the workshop Audrey signed up for in May 2023?,Positive reinforcement training,Positive reinforcement training,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_71,4,How did Audrey describe she dog he met at the pet store?,Friendly and playful,friendly and playful,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_72,4,Why did Audrey think positive reinforcement training is important for pets?,To have pets learn how to behave in a positive way,Because punishment is never the proper way for pets.,0.22222222222222224,0.22222222222222224,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_73,4,What challenge is Andrew facing in their search for a pet?,Finding a pet-friendly spot in the city,Finding a pet-friendly place to live.,0.4000000000000001,0.4000000000000001,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_74,4,How does Andrew feel about their search for a pet-friendly place?,Discouraged but determined,Discouraged but determined.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_75,4,What outdoor activities does Andrew plan on trying after the rock climbing class?,kayaking and bungee jumping,kayaking and maybe bungee jumping,0.8571428571428571,0.8571428571428571,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_76,4,How long does Audrey typically walk her dogs for?,about an hour,About an hour.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_77,4,"What did Audrey set up in the backyard for their dogs on June 26, 2023?",a doggy play area with agility stuff and toys,a doggy play area with agility stuff and toys,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_78,4,"What did Audrey and her friends stumble across during a hike a few years back, as mentioned on June 26, 2023?",a stunning lake in the mountains,a stunning lake,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_79,4,"What is Audrey's favorite recipe that she shares with Andrew on 3 July, 2023?",Chicken Pot Pie,Chicken Pot Pie,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_8,2,Did Andrew have a pet dog during March 2023?,No,No,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_80,4,"What dish is one of Audrey's favorite dishes that includes garlic and is shared with Andrew on 3 July, 2023?",Roasted Chicken,Roasted Chicken,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_81,4,"What did Andrew and his GF do on the Monday before July 24, 2023?",volunteered at a pet shelter,volunteered at a pet shelter,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_82,4,What is the name of Audrey's childhood dog?,Max,Max,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_83,4,"What special memories does Audrey have with her childhood dog, Max?","Long walks in the neighborhood, exploring new paths, sharing worries and hopes",Long walks in the neighborhood.,0.5714285714285715,0.5714285714285715,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_84,4,What are some of the personalities of Audrey's four fur babies?,"oldest is relaxed, second is playful, third can be naughty but loves cuddles, youngest is full of life","The oldest one is the most relaxed, the second one is always ready for a game, the third one can be naughty but loves a good cuddle, and the youngest one is full of life and always up for an adventure.",0.6938775510204082,0.6938775510204082,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_85,4,"What type of classes did Audrey start with her pups recently on 4 August, 2023?",Agility classes,agility classes,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_86,4,How often does Audrey take her pups to the park for practice?,Twice a week,twice a week,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_87,4,How long did the trail hike that Audrey went on with her pups take?,Two hours,Two hours,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_88,4,What advice did Audrey give to Andrew regarding grooming Toby?,"Grooming slowly and gently, paying attention to sensitive areas like ears and paws. And remember to stay patient and positive throughout the grooming process.",Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_89,4,What is essential to keep the dogs looking good according to Audrey?,"Daily brushing, regular baths, nail trims, and lots of love","Daily brushing, regular baths, nail trims, and lots of love",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_9,1,What kind of classes or groups has Audrey joined to take better care of her dogs?,"positive reinforcement training workshop to bond with pets, dog training course, agility training course, grooming course, dog-owners group","dog owners group, agility classes, dog training course, dog grooming course",0.6096969696969696,0.6096969696969696,0.2,,0.0,0.0
ZScore-RawERK,conv-44_qa_90,4,What did Audrey organize with the neighbors' dogs?,a doggy playdate,A doggy playdate,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_91,4,What did Audrey do to give her dogs extra comfort as the weather cooled down?,Got new beds for them,Got some new beds for them.,0.9090909090909091,0.9090909090909091,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_92,4,How does Audrey describe the new beds for her dogs?,Super cozy and comfy,They absolutely love it! They curl up and snuggle like they're in a cloud - it's adorable!,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_93,4,How did Audrey calm down her dog after the leash incident?,"Petted, hugged, spoke calmly and slowly walked the dog","I petted and hugged her, spoke calmly, and slowly walked her to relax.",0.6666666666666665,0.6666666666666665,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_94,4,How often does Audrey take her dogs for walks?,Multiple times a day,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-44_qa_95,4,What kind of flowers does Audrey take care of?,Peruvian Lilies,Peruvian Lilies,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_96,4,What did Andrew learn from reading books about ecological systems?,"about animals, plants, and ecosystems and how they work together","He learned a lot about animals, plants, and ecosystems.",0.5333333333333333,0.5333333333333333,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_97,4,What did Andrew suggest as a way to reduce carbon footprint?,biking or using public transport,biking or using public transport,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_98,4,How does Andrew suggest helping the planet while also training the body?,by biking,biking or using public transport,0.28571428571428575,0.28571428571428575,0.0,,0.0,0.0
ZScore-RawERK,conv-44_qa_99,4,"What did Audrey do with her pups over the weekend before 4th October, 2023?",Took them to the beach,Took them to the beach.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_0,3,What are John's suspected health problems?,Obesity,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_1,2,"Which recreational activity was James pursuing on March 16, 2022?",bowling,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_10,2,When did James adopt Ned?,first week of April 2022,last week,0.28571428571428575,0.28571428571428575,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_100,4,Will there be an interview required to volunteer with the organization James volunteered for?,No,"No, this is not necessary.",0.33333333333333337,0.33333333333333337,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_101,4,"How did John relax in his free time on 9 July, 2022?",Reading,Reading.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_102,4,What did James enjoy doing on cold winter days?,Reading while snuggled under the covers,Reading while snuggled under the covers.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_103,4,"What new hobby did James become interested in on 9 July, 2022?",Extreme sports,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_104,4,Where did James plan to visit after Toronto?,Vancouver,Vancouver,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_105,4,When did James plan to return from his trip to Toronto and Vancouver?,July 20,July 20,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_106,4,What online game did John start playing recently for improving strategy?,Chess,chess,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_107,4,What made John leave his IT job?,to focus on things that align with his values and passions,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_108,4,Which game tournaments does John plan to organize besides CS:GO?,Fortnite competitions,Fortnite,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_109,4,What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,Routine examination and vaccination.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_11,2,"How was John feeling on April 10, 2022?",seeking solitude,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_110,4,What game genre did John start exploring instead of shooters?,strategy and RPG games,strategy and RPG games,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_111,4,"Which RPG game is John playing and enjoying on 10 August, 2022?",The Witcher 3,The Witcher 3,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_112,4,"What aspect of ""The Witcher 3"" does John find immersive?",shaping the world with choices,the story,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_113,4,Whose phone number did James receive during the beach outing?,Samantha,Samantha,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_114,4,What is James planning to do after receiving Samantha's phone number?,call her,Call her.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_115,4,What is John organizing with his siblings?,a gaming night,a gaming night,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_116,4,What type of beer does John not like?,dark beer,dark beer,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_117,4,What were some difficulties James faced during the development of his game?,balancing mechanics and ensuring fairness,A bug in the code messed up the game mechanics.,0.18181818181818182,0.18181818181818182,0.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_118,4,What has John been teaching his siblings?,coding,coding,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_119,4,What kind of programs are John's siblings making?,basic games and stories,basic games and stories,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-47_qa_12,3,Did James have a girlfriend during April 2022?,Presumably not,Cannot answer,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-47_qa_120,4,Which company's headphones did John choose for gaming?,Sennheiser,Sennheiser,1.0,1.0,1.0,,0.0,0.0
